# Center : 156.006559445 -57.7522222222    
# Center : 10:24:01.57 -57:45:08           
#                                arcmin  arcmin mag      mag    mag     mag   mag   mag   mag   mag V I B U DI    mag     mag     mag     mag    mag    mag               
#   ID ID_aex    xc       yc      R.A.    I.E.C. V        V-I   B-V     U-B    eV  e(V-I)e(B-V)e(U-B)Nobs---charac J      J-H     H-Ks    eJ   e(J-H)e(H-Ks)2mass name    
  3014   7445 1856.705 1863.046  -1.496   2.815 20.392  1.893  1.431   .927  .009  .011  .017  .121 1 1 1 1                                                                  
  3015   7435 1619.311 1861.231  -1.492   1.750 19.575  1.586  1.336   .900  .003  .004  .003  .041 1 1 1 1                                                                  
  3016   7387   61.882 1849.699  -1.484  -5.212 18.800  1.557  1.191   .734  .002  .004  .003  .016 1 1 1 1                                                                  
  3017   7451 1699.814 1864.193  -1.483   2.111 20.914  1.705  1.377   .000  .008  .013  .019  .000 1 1 1 0                                                                  
  3018   7459 1868.835 1866.085  -1.483   2.870 22.329  2.555  1.851   .000  .040  .041  .095  .000 1 1 1 0                                                                  
  3019   7408  642.892 1855.083  -1.479  -2.621 17.322   .966   .835   .419  .004  .006  .005  .003 1 1 1 1                                                                  
  3020   7450 1565.493 1864.202  -1.477   1.509 21.518  2.153  1.717   .000  .017  .017  .046  .000 1 1 1 0                                                                  
  3021   7397  124.930 1852.741  -1.473  -4.932 20.282  1.923  1.549  1.333  .006  .008  .014  .132 1 1 1 1                                                                  
  3022   7421  615.140 1857.255  -1.469  -2.745 17.522  1.178  1.011   .682  .005  .009  .006  .006 1 1 1 1      15.343   .492   .614   .081   .160   .217 10235055-5747526  
  3023   7466 1679.469 1867.473  -1.467   2.020 21.927  2.217  1.849   .000  .025  .027  .068  .000 1 1 1 0                                                                  
  3024   7446 1256.255 1863.443  -1.466    .124 22.244  2.424  1.909   .000  .038  .040  .082  .000 1 1 1 0                                                                  
  3025   7415   32.953 1856.086  -1.455  -5.341 17.573  1.195   .914   .328  .001  .005  .005  .006 1 1 1 1                                                                  
  3026   7460 1151.698 1866.256  -1.449   -.345 17.043  1.001   .845   .392  .003  .004  .004  .005 1 1 1 1      15.358   .385  -.139   .057   .092   .181 10235070-5745287  
  3027   7426  136.039 1858.474  -1.447  -4.882 20.679  1.642  1.373  1.143  .005  .006  .017  .130 1 1 1 1                                                                  
  3028   7424   55.000 1858.176  -1.446  -5.243 19.089  1.353  1.136  1.025  .003  .005  .005  .030 1 1 1 1                                                                  
  3029   7484 1545.227 1872.140  -1.440   1.419 19.342  1.520  1.170   .469  .005  .013  .008  .007 1 1 1 1                                                                  
  3030   7475 1261.387 1869.381  -1.440    .147 22.127  2.301  1.853   .000  .023  .024  .077  .000 1 1 1 0                                                                  
  3031   7488 1612.676 1873.256  -1.438   1.721 19.561  1.468  1.248  1.240  .003  .005  .003  .049 1 1 1 1                                                                  
  3032   7492 1680.263 1874.184  -1.437   2.024 20.535  1.718  1.453   .000  .018  .023  .023  .000 1 1 1 0                                                                  
  3033   7467  931.692 1867.960  -1.433  -1.329 21.478  2.363  1.823   .000  .017  .019  .044  .000 1 1 1 0                                                                  
  3034   7470  958.622 1868.251  -1.433  -1.209 21.670  3.110  2.152   .000  .023  .024  .070  .000 1 1 1 0                                                                  
  3035   7462  749.761 1866.505  -1.432  -2.143 21.584  2.147  1.658   .000  .018  .021  .047  .000 1 1 1 0                                                                  
  3036   7498 1646.851 1875.815  -1.429   1.875 18.963  1.384  1.127   .487  .004  .006  .004  .003 1 1 1 1                                                                  
  3037   7495 1562.952 1875.064  -1.428   1.498 20.559  2.068  1.619   .000  .006  .013  .018  .000 1 1 1 0                                                                  
  3038   7468  720.789 1868.016  -1.425  -2.272 20.774  2.064  1.556   .554  .007  .007  .020  .131 1 1 1 1                                                                  
  3039   7449  176.105 1864.006  -1.424  -4.703 18.556  1.199   .919   .234  .001  .002  .003  .006 1 1 1 1      16.568   .000   .000   .145 -9.999 -9.999 10235089-5749500  
  3040   7453   45.415 1864.754  -1.417  -5.285 19.897  1.540  1.243   .729  .003  .006  .009  .038 1 1 1 1                                                                  
  3041   7496 1251.533 1875.536  -1.412    .103 18.874  1.858  1.493  1.423  .003  .005  .006  .043 1 1 1 1                                                                  
  3042  17424 1337.307 1876.537  -1.411    .487 16.003  3.909  2.675   .000  .002  .010  .007  .000 1 1 1 0       9.362  1.316   .514   .022   .038   .048 10235098-5744387  
  3043   7518 1841.812 1882.422  -1.408   2.749 18.404  1.088   .897   .422  .003  .006  .004  .013 1 1 1 1      16.329   .000   .000   .177 -9.999 -9.999 10235104-5742228  
  3044   7507 1520.723 1879.361  -1.407   1.309 22.261  2.145  1.937   .000  .038  .039  .087  .000 1 1 1 0                                                                  
  3045  17833 1725.987 1881.646  -1.406   2.230 15.190   .702   .566   .139  .001  .001  .002  .002 1 1 1 1      14.006   .284   .041   .028   .039   .063 10235104-5742542  
  3046  17830  843.679 1875.792  -1.394  -1.722 14.956   .992   .868   .640  .002  .003  .002  .002 1 1 1 1      13.301   .434   .103   .022   .031   .029 10235112-5746513  
  3047   7491  587.833 1873.949  -1.393  -2.866 20.879  2.453  1.691   .000  .003  .008  .024  .000 1 1 1 0      15.706   .646   .973   .118   .198   .220 10235112-5747599  
  3048   7483  155.396 1871.325  -1.391  -4.795 19.324  1.415  1.133   .497  .003  .006  .006  .025 1 1 1 1                                                                  
  3049   7510 1217.410 1880.236  -1.390   -.049 21.341  1.990  1.608   .000  .016  .016  .038  .000 1 1 1 0                                                                  
  3050   7511 1265.684 1881.400  -1.387    .167 19.113  2.600  2.100  1.263  .002  .004  .005  .074 1 1 1 1      14.335  1.014   .324   .033   .053   .058 10235116-5744579  
  3051  17828   75.078 1871.840  -1.386  -5.152 14.438   .527   .371   .286  .001  .005  .001  .001 1 1 1 1                                                                  
  3052   7530 1780.890 1886.915  -1.385   2.476 21.855  2.315  1.769   .000  .025  .025  .059  .000 1 1 1 0                                                                  
  3053   7506  893.125 1878.774  -1.383  -1.501 20.669  1.860  1.519   .000  .003  .009  .019  .000 1 1 1 0                                                                  
  3054  17829  297.323 1874.047  -1.383  -4.162 15.457   .816   .651   .050  .002  .002  .003  .003 1 1 1 1      14.094   .371   .005   .024   .042   .061 10235118-5749176  
  3055   7525 1546.180 1885.168  -1.382   1.424 22.003  2.519  1.549   .000  .028  .034  .053  .000 1 1 1 0                                                                  
  3056   7494  370.515 1875.172  -1.380  -3.835 20.461  1.906  1.553   .000  .002  .005  .015  .000 1 1 1 0                                                                  
  3057   7545 1817.894 1889.211  -1.377   2.642 20.213  1.967  1.537   .000  .009  .011  .018  .000 1 1 1 0                                                                  
  3058   7503  510.507 1877.930  -1.373  -3.211 21.573  2.154  1.586   .000  .039  .040  .068  .000 1 1 1 0                                                                  
  3059   7500  311.335 1876.450  -1.373  -4.099 22.044  2.388  1.924   .000  .032  .034  .087  .000 1 1 1 0                                                                  
  3060   7559 1948.559 1893.337  -1.365   3.229 19.200  1.332  1.110   .828  .007  .009  .010  .028 1 1 1 1                                                                  
  3061   7504  184.619 1877.951  -1.362  -4.664 19.778  1.541  1.278  1.014  .006  .012  .009  .054 1 1 1 1                                                                  
  3062   7533 1187.443 1887.120  -1.358   -.183 21.568  2.111  1.889   .000  .020  .021  .045  .000 1 1 1 0                                                                  
  3063   7547 1506.884 1890.859  -1.355   1.248 17.023  1.175   .919   .376  .001  .002  .002  .002 1 1 1 1                                                                  
  3064   7552 1493.309 1891.906  -1.350   1.187 21.654  2.367  1.877   .000  .024  .026  .053  .000 1 1 1 0                                                                  
  3065   7529  949.027 1886.927  -1.349  -1.250 21.358  2.291  1.780   .000  .017  .018  .039  .000 1 1 1 0                                                                  
  3066   7516  321.180 1882.318  -1.347  -4.055 22.136  2.210  1.700   .000  .032  .043  .085  .000 1 1 1 0                                                                  
  3067   7554 1462.694 1892.256  -1.347   1.050 21.839  2.286  1.688   .000  .020  .021  .051  .000 1 1 1 0                                                                  
  3068   7512  151.562 1881.615  -1.345  -4.811 21.119  2.626  1.528   .000  .011  .012  .025  .000 1 1 1 0                                                                  
  3069   7560 1514.592 1893.710  -1.343   1.283 17.635  1.442  1.186  1.233  .009  .009  .010  .013 1 1 1 1                                                                  
  3070   7566 1624.526 1894.988  -1.342   1.776 18.591  1.817  1.421   .741  .007  .011  .007  .001 1 1 1 1      15.217   .549   .290   .051   .077   .110 10235151-5743215  
  3071   7586 1852.994 1899.275  -1.334   2.800 16.784   .903   .767   .212  .002  .006  .004  .004 1 1 1 1      15.085   .495   .065   .067   .106   .149 10235159-5742200  
  3072   7591 1920.617 1901.580  -1.327   3.104 21.885  2.583  2.144   .000  .023  .024  .085  .000 1 1 1 0                                                                  
  3073   7543  549.765 1888.882  -1.325  -3.035 21.722  2.075  1.692   .000  .023  .028  .044  .000 1 1 1 0                                                                  
  3074   7596 2004.154 1903.225  -1.323   3.478 20.155  2.462  1.769   .962  .001  .003  .013  .112 1 1 1 1      15.647   .773   .181   .066   .096   .133 10235166-5741394  
  3075   7569 1282.557 1895.910  -1.323    .243 18.916  1.600  1.391   .916  .008  .008  .009  .028 1 1 1 1                                                                  
  3076   7574 1438.781 1897.460  -1.323    .943 20.864  1.896  1.495   .000  .008  .014  .022  .000 1 1 1 0                                                                  
  3077   7535  211.081 1887.220  -1.322  -4.545 20.809  2.042  1.590   .000  .005  .008  .018  .000 1 1 1 0                                                                  
  3078  17836 1039.543 1894.168  -1.320   -.845 14.711   .799   .629   .038  .000  .005  .001  .001 1 1 1 1      13.357   .348   .095   .030   .054   .064 10235167-5745587  
  3079  17834   52.434 1886.707  -1.319  -5.252 16.192  1.611  1.195   .841  .001  .001  .003  .004 1 1 1 1                                                                  
  3080   7550  726.982 1891.753  -1.319  -2.243 20.610  2.068  1.584   .000  .015  .016  .023  .000 1 1 1 0                                                                  
  3081   7540  141.967 1888.566  -1.314  -4.853 20.970  1.969  1.616   .000  .007  .009  .022  .000 1 1 1 0                                                                  
  3082   7590 1596.533 1901.498  -1.312   1.650 21.584  2.199  1.651   .000  .013  .019  .038  .000 1 1 1 0                                                                  
  3083   7578 1231.730 1898.576  -1.309    .016 17.012   .963   .791   .301  .003  .004  .005  .007 1 1 1 1      15.348   .501   .341   .056   .098   .148 10235177-5745071  
  3084   7592 1624.859 1902.491  -1.308   1.777 22.289  2.515  1.428   .000  .042  .044  .076  .000 1 1 1 0                                                                  
  3085   7615 1951.659 1907.206  -1.303   3.243 22.248  2.549  1.589   .000  .030  .030  .066  .000 1 1 1 0                                                                  
  3086   7582 1090.618 1899.119  -1.300   -.616 21.202  2.084  1.695   .000  .013  .014  .029  .000 1 1 1 0                                                                  
